repo_url,repo_owner,repo_name,severity,detection_type,evidence,report_status,report_time,error_message,github_response
"https://github.com/akash3088/delta-force-tactical-hacks","akash3088","delta-force-tactical-hacks","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: EasyLаuncher3.zip - Cyrillic obfuscation: 'а' (U+0430) instead of 'a';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%B0 = а (U+0430);;HIGH ENTROPY: EasyLаuncher3.zip (7.80/8.0);;BOT INDICATOR: educational.*purposes.*only;;SUSPICION SCORE: 78/100","SUCCESS","2025-12-16T16:04:16.464212",,"DRY RUN - No actual report sent"
"https://github.com/bubar3942/DeltaForceESPCheatDownload","bubar3942","DeltaForceESPCheatDownload","HIGH","YARA_MATCH","BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 38/100","SUCCESS","2025-12-16T16:04:16.464212",,"DRY RUN - No actual report sent"
"https://github.com/AstroBlueForest/deltaForce-InjectOps","AstroBlueForest","deltaForce-InjectOps","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;BOT INDICATOR: 2025.*Edition;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 93/100","SUCCESS","2025-12-16T16:04:16.465831",,"DRY RUN - No actual report sent"
"https://github.com/Tiagojose006/DeltaForce-ShadowEnhancer","Tiagojose006","DeltaForce-ShadowEnhancer","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;SUSPICION SCORE: 70/100","SUCCESS","2025-12-16T16:04:16.465831",,"DRY RUN - No actual report sent"
"https://github.com/Victorzerox4t/DeltaForce-HackSuite","Victorzerox4t","DeltaForce-HackSuite","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: anti[- ]?ban;;RED FLAG: stealth\\s*mode;;BOT INDICATOR: educational.*purposes.*only;;SUSPICION SCORE: 94/100","SUCCESS","2025-12-16T16:04:16.467374",,"DRY RUN - No actual report sent"
"https://github.com/minekraterfenx/DeltaForce-XploitHub","minekraterfenx","DeltaForce-XploitHub","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: anti[- ]?ban;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 93/100","SUCCESS","2025-12-16T16:04:16.467374",,"DRY RUN - No actual report sent"
"https://github.com/gerionspace60/delta-hack-scripts","gerionspace60","delta-hack-scripts","HIGH","YARA_MATCH","RED FLAG: stealth\\s*mode;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 46/100","SUCCESS","2025-12-16T16:04:16.468910",,"DRY RUN - No actual report sent"
"https://github.com/babynian1/DeltaForceTacticalToolkit","babynian1","DeltaForceTacticalToolkit","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: anti[- ]?ban;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 93/100","SUCCESS","2025-12-16T16:04:16.470425",,"DRY RUN - No actual report sent"
"https://github.com/Micky6595/DeltaForce-H4xLab","Micky6595","DeltaForce-H4xLab","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: anti[- ]?ban;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 100/100","SUCCESS","2025-12-16T16:04:16.472027",,"DRY RUN - No actual report sent"
"https://github.com/akshaysuresh340/DeltaForce-HaxSuite","akshaysuresh340","DeltaForce-HaxSuite","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;BOT INDICATOR: SEO.*Keywords?:;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 93/100","SUCCESS","2025-12-16T16:04:16.472027",,"DRY RUN - No actual report sent"
"https://github.com/mada4456/DeltaForce-MastermindTools","mada4456","DeltaForce-MastermindTools","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: stealth\\s*mode;;SUSPICION SCORE: 78/100","SUCCESS","2025-12-16T16:04:16.473557",,"DRY RUN - No actual report sent"
"https://github.com/CristRo/DeltaForce-HackSuite","CristRo","DeltaForce-HackSuite","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 70/100","SUCCESS","2025-12-16T16:04:16.473557",,"DRY RUN - No actual report sent"
"https://github.com/shugar6242/delta-gameplay-enhance","shugar6242","delta-gameplay-enhance","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;SUSPICION SCORE: 46/100","SUCCESS","2025-12-16T16:04:16.475089",,"DRY RUN - No actual report sent"
"https://github.com/per39goodidea/rpgtuavy","per39goodidea","rpgtuavy","HIGH","YARA_MATCH","RED FLAG: anti[- ]?ban;;RED FLAG: undetected;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 54/100","SUCCESS","2025-12-16T16:04:16.476622",,"DRY RUN - No actual report sent"
"https://github.com/helm41crown/DeltaForce-HackLab","helm41crown","DeltaForce-HackLab","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: anti[- ]?ban;;RED FLAG: stealth\\s*mode;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 100/100","SUCCESS","2025-12-16T16:04:16.476622",,"DRY RUN - No actual report sent"
"https://github.com/prokilljays/DeltaOpsTactical","prokilljays","DeltaOpsTactical","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: anti[- ]?ban;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 84/100","SUCCESS","2025-12-16T16:04:16.478161",,"DRY RUN - No actual report sent"
"https://github.com/blackcoffe681/DeltaTactixPro","blackcoffe681","DeltaTactixPro","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 68/100","SUCCESS","2025-12-16T16:04:16.479693",,"DRY RUN - No actual report sent"
"https://github.com/happyboy8338/DeltaForce-OperatorToolset","happyboy8338","DeltaForce-OperatorToolset","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: bypass.*detection;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 100/100","SUCCESS","2025-12-16T16:04:16.481208",,"DRY RUN - No actual report sent"
"https://github.com/dragon71atomy/DeltaTactixTool","dragon71atomy","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 76/100","SUCCESS","2025-12-16T16:04:16.481208",,"DRY RUN - No actual report sent"
"https://github.com/ladylucktobehuman1/v10-Delta-Unlocker","ladylucktobehuman1","v10-Delta-Unlocker","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: undetected;;BOT INDICATOR: 2025.*Edition;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;SUSPICION SCORE: 54/100","SUCCESS","2025-12-16T16:04:16.482773",,"DRY RUN - No actual report sent"
"https://github.com/avetoncon1750/DeltaTactixTool","avetoncon1750","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: anti[- ]?ban;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 84/100","SUCCESS","2025-12-16T16:04:16.484298",,"DRY RUN - No actual report sent"
"https://github.com/Magt1998/Delta-Force-Trainer","Magt1998","Delta-Force-Trainer","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: undetected;;RED FLAG: stealth\\s*mode;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 100/100","SUCCESS","2025-12-16T16:04:16.485815",,"DRY RUN - No actual report sent"
"https://github.com/simplos/delta-force-cheat","simplos","delta-force-cheat","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: undetected;;RED FLAG: stealth\\s*mode;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 100/100","SUCCESS","2025-12-16T16:04:16.487394",,"DRY RUN - No actual report sent"
"https://github.com/dwijay01/delta-force-hack","dwijay01","delta-force-hack","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: anti[- ]?ban;;RED FLAG: stealth\\s*mode;;BOT INDICATOR: SEO.*Keywords?:;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 100/100","SUCCESS","2025-12-16T16:04:16.488946",,"DRY RUN - No actual report sent"
"https://github.com/malbertosm/Delta-Force-Hacks","malbertosm","Delta-Force-Hacks","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: undetected;;RED FLAG: bypass.*detection;;BOT INDICATOR: educational.*purposes.*only;;SUSPICION SCORE: 94/100","SUCCESS","2025-12-16T16:04:16.490517",,"DRY RUN - No actual report sent"
"https://github.com/rubaktermenator73/DeltaTactixTool","rubaktermenator73","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: disable.*defender;;RED FLAG: undetected;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 54/100","SUCCESS","2025-12-16T16:04:16.491032",,"DRY RUN - No actual report sent"
"https://github.com/opposumninja0446/DeltaTactixTool","opposumninja0446","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 76/100","SUCCESS","2025-12-16T16:04:16.492546",,"DRY RUN - No actual report sent"
"https://github.com/manciarancorchunky/DeltaTactixTool","manciarancorchunky","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 66/100","SUCCESS","2025-12-16T16:04:16.493550",,"DRY RUN - No actual report sent"
"https://github.com/childishguy-884/DeltaTactixTool","childishguy-884","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: disable.*defender;;RED FLAG: undetected;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 54/100","SUCCESS","2025-12-16T16:04:16.495590",,"DRY RUN - No actual report sent"
"https://github.com/parnisha4727/DeltaTactixTool","parnisha4727","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: anti[- ]?ban;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 84/100","SUCCESS","2025-12-16T16:04:16.496113",,"DRY RUN - No actual report sent"
"https://github.com/geriondeer6/DeltaTactixTool","geriondeer6","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 76/100","SUCCESS","2025-12-16T16:04:16.497641",,"DRY RUN - No actual report sent"
"https://github.com/battleultrascream8/DeltaTactixTool","battleultrascream8","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: anti[- ]?ban;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 84/100","SUCCESS","2025-12-16T16:04:16.499165",,"DRY RUN - No actual report sent"
"https://github.com/rockback955/DeltaTactixTool","rockback955","DeltaTactixTool","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 76/100","SUCCESS","2025-12-16T16:04:16.500686",,"DRY RUN - No actual report sent"
"https://github.com/sergio79set/Delta-Force-Trainer","sergio79set","Delta-Force-Trainer","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 93/100","SUCCESS","2025-12-16T16:04:16.502206",,"DRY RUN - No actual report sent"
"https://github.com/nwooj1n/Delta-Force-Hacks","nwooj1n","Delta-Force-Hacks","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: undetected;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 93/100","SUCCESS","2025-12-16T16:04:16.503753",,"DRY RUN - No actual report sent"
"https://github.com/jamesplain31/delta-force-hack","jamesplain31","delta-force-hack","HIGH","CYRILLIC_OBFUSCATION","CYRILLIC FILENAME: Lоader.zip - Cyrillic obfuscation: 'о' (U+043E) instead of 'o';;URL ENCODED CYRILLIC: URL-encoded Cyrillic: %D0%BE = о (U+043E);;HIGH ENTROPY: Lоader.zip (7.81/8.0);;RED FLAG: anti[- ]?ban;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 96/100","SUCCESS","2025-12-16T16:04:16.505293",,"DRY RUN - No actual report sent"
"https://github.com/minchin819/deltaops-stealth","minchin819","deltaops-stealth","HIGH","YARA_MATCH","RED FLAG: disable.*antivirus;;RED FLAG: undetected;;YARA:Readme_Disable_Antivirus (README instructs user to disable antivirus);;YARA:Readme_Bot_Generated (Bot-generated README patterns);;YARA:Delta_Force_Malware_High_Confidence (High confidence Delta Force malware detection);;SUSPICION SCORE: 76/100","SUCCESS","2025-12-16T16:04:16.506824",,"DRY RUN - No actual report sent"
"https://github.com/buckshotwall/Hack-DeltaForce","buckshotwall","Hack-DeltaForce","HIGH","YARA_MATCH","RED FLAG: anti[- ]?ban;;RED FLAG: undetected;;BOT INDICATOR: educational.*purposes.*only;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 54/100","SUCCESS","2025-12-16T16:04:16.508353",,"DRY RUN - No actual report sent"
"https://github.com/siddoberman/Delta-Force-Hack","siddoberman","Delta-Force-Hack","HIGH","YARA_MATCH","RED FLAG: undetected;;BOT INDICATOR: 2025.*Edition;;BOT INDICATOR: Windows\\s*2025;;YARA:Readme_Bot_Generated (Bot-generated README patterns);;SUSPICION SCORE: 54/100","SUCCESS","2025-12-16T16:04:16.509883",,"DRY RUN - No actual report sent"
